,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,214.26591760299627,214.2134831460674,213.4107365792759,213.16104868913857,212.19975031210987,211.85518102372035,211.07615480649187,210.64169787765294,209.63295880149812,209.11485642946317,208.22721598002497,207.8302122347066,206.95755305867667,206.55805243445693,205.47940074906367,204.90137328339574,203.7677902621723,203.11111111111111,202.0649188514357,201.4856429463171
1,214.0439276485788,213.5142118863049,213.34625322997417,212.46899224806202,212.25839793281654,211.37080103359173,210.8578811369509,210.3217054263566,209.43669250645993,208.93540051679585,208.10077519379846,207.69896640826875,206.94444444444446,206.10206718346254,205.5439276485788,204.4560723514212,203.7894056847545,202.9237726098191,201.9702842377261,201.4018087855297
2,214.23625,214.23125,213.3225,213.26625,212.3125,211.935,211.2175,210.5925,209.895,209.06375,208.595,207.73125,207.3375,206.3,205.645,204.75875,203.86125,203.11375,202.25125,201.5075
3,214.38875,214.52125,213.635,213.6925,212.75,212.3425,211.5075,210.92125,210.26625,209.35125,208.84875,207.945,207.58125,206.66125,206.005,205.14375,204.165,203.41,202.45625,201.76625
4,214.4848484848485,214.50252525252526,213.7979797979798,213.70833333333334,212.79419191919192,212.4090909090909,211.49621212121212,211.2159090909091,210.24873737373738,209.7840909090909,208.80050505050505,208.42676767676767,207.54545454545453,207.11237373737373,206.114898989899,205.62247474747474,204.4570707070707,203.82828282828282,202.73232323232324,202.1502525252525
5,214.44223602484473,214.55900621118013,213.68944099378882,213.6832298136646,212.65341614906833,212.2248447204969,211.49068322981367,210.927950310559,210.255900621118,209.3167701863354,208.84968944099379,207.99006211180125,207.61242236024844,206.75900621118012,206.1254658385093,205.3217391304348,204.33788819875775,203.5614906832298,202.48944099378883,201.85093167701862
6,214.48813982521847,214.44444444444446,213.7453183520599,213.64169787765294,212.63920099875156,212.27465667915106,211.34456928838952,211.0461922596754,210.03495630461921,209.50811485642947,208.58676654182273,208.25593008739077,207.4107365792759,207.07116104868913,206.02372034956304,205.41697877652933,204.29463171036204,203.63920099875156,202.56304619225966,202.03620474406992
7,214.3775,214.44875,213.5725,213.5425,212.5,212.08375,211.32875,210.78,210.13875,209.2525,208.78125,207.9,207.5725,206.61875,206.01,205.085,204.155,203.38625,202.465,201.8375
8,214.25628140703517,214.3002512562814,213.40075376884423,213.0640703517588,212.14949748743717,211.8103015075377,210.96608040201005,210.60929648241205,209.6532663316583,209.20854271356785,208.30527638190955,207.94221105527637,206.99497487437185,206.52010050251258,205.42211055276383,204.8680904522613,203.76005025125627,203.26381909547737,202.25502512562815,201.7324120603015
9,214.14409937888198,214.35527950310558,213.4111801242236,213.26708074534162,212.21242236024844,211.7950310559006,211.072049689441,210.4385093167702,209.83105590062112,208.9304347826087,208.5304347826087,207.63229813664597,207.28447204968944,206.32298136645963,205.70434782608694,204.77639751552795,203.82857142857142,203.1950310559006,202.27826086956523,201.7192546583851
10,213.7713920817369,213.19284802043424,212.88633461047255,211.88250319284802,211.65134099616859,210.7190293742018,210.2043422733078,209.65900383141764,208.80842911877394,208.40102171136652,207.51340996168582,207.0536398467433,206.33333333333334,205.44061302681993,204.9463601532567,203.88633461047255,203.33205619412516,202.60025542784163,201.68965517241378,201.25798212005108
11,213.5043695380774,213.38576779026218,212.43445692883896,212.03620474406992,211.0474406991261,210.74906367041197,209.80898876404495,209.4019975031211,208.45193508114858,208.05742821473157,207.1697877652934,206.792759051186,205.79650436953807,205.37827715355806,204.2796504369538,203.7578027465668,202.7765293383271,202.29088639200998,201.27465667915106,200.88514357053683
12,213.37346437346437,213.3181818181818,212.27149877149878,211.95577395577396,210.8845208845209,210.44840294840296,209.74447174447175,209.08722358722358,208.46068796068795,207.5970515970516,207.17444717444718,206.18304668304668,205.82678132678132,204.7800982800983,204.2137592137592,203.3869778869779,202.64004914004914,201.94471744471744,201.12776412776412,200.58599508599508
13,213.37203495630462,212.97877652933832,212.45068664169787,211.51061173533083,211.0099875156055,210.10611735330838,209.7740324594257,208.8489388264669,208.43820224719101,207.4219725343321,207.00624219725344,206.1573033707865,205.71785268414482,204.95505617977528,204.21722846441946,203.53058676654183,202.65543071161048,202.15605493133583,201.1011235955056,200.79650436953807
14,213.35012285012286,213.33046683046683,212.28378378378378,211.99631449631448,210.83292383292383,210.3980343980344,209.5933660933661,208.93243243243242,208.26781326781327,207.38206388206387,206.9189189189189,205.93611793611794,205.69287469287468,204.61056511056512,203.97542997543,203.14987714987714,202.43980343980343,201.74324324324326,200.95577395577396,200.45577395577396
15,213.33703703703705,213.2395061728395,212.28641975308642,211.75061728395062,210.62962962962962,210.2716049382716,209.35555555555555,208.98888888888888,207.99506172839506,207.51604938271606,206.54197530864198,206.18148148148148,205.25925925925927,204.879012345679,203.76172839506174,203.32222222222222,202.33827160493829,201.87777777777777,200.89753086419753,200.50617283950618
16,213.4,213.21242236024844,212.24099378881988,211.76894409937887,210.744099378882,210.3639751552795,209.48819875776397,209.02732919254657,208.11180124223603,207.61863354037268,206.70186335403727,206.25093167701863,205.3031055900621,204.81863354037267,203.77763975155278,203.28198757763974,202.3664596273292,201.90062111801242,201.0086956521739,200.55403726708076
17,213.64447236180905,213.26130653266333,212.70477386934672,211.75,211.26381909547737,210.39572864321607,210.03643216080403,209.0288944723618,208.67211055276383,207.65452261306532,207.20854271356785,206.34045226130652,205.80653266331657,205.0175879396985,204.24371859296483,203.57035175879398,202.6180904522613,202.178391959799,201.15075376884423,200.76005025125627
18,214.19250645994833,214.0077519379845,213.51937984496124,212.62403100775194,212.16020671834625,211.31912144702844,210.98966408268734,210.01679586563307,209.66925064599482,208.6046511627907,208.15503875968992,207.21188630490957,206.81266149870802,205.9625322997416,205.29586563307492,204.48708010335918,203.49483204134367,202.88501291989664,201.74289405684755,201.22739018087856
19,214.80222496909767,214.93943139678615,213.99876390605687,213.82694684796044,213.12731767614338,212.1866501854141,211.84054388133498,211.0185414091471,210.3213844252163,209.6390605686032,208.672435105068,208.2373300370828,207.4239802224969,206.716934487021,206.13226205191594,205.03213844252164,204.38071693448703,203.28800988875153,202.4140914709518,201.66749072929542
20,215.01230012300124,215.17835178351783,214.38745387453875,213.840098400984,213.59286592865928,212.73923739237392,212.00492004920048,211.45879458794587,210.6359163591636,209.8548585485855,209.25830258302582,208.3849938499385,207.7318573185732,207.29889298892988,206.27306273062732,205.44034440344404,204.68142681426815,203.5030750307503,202.72939729397294,201.86346863468634
21,215.215,215.25375,214.34,214.415,213.465,213.035,212.19,211.49625,210.8225,209.9225,209.44875,208.48,208.1425,207.18,206.68625,205.71875,204.785,203.98375,202.97125,202.26625
22,215.38257575757575,215.3598484848485,214.6818181818182,214.7411616161616,213.7588383838384,213.40151515151516,212.38636363636363,212.00378787878788,210.99873737373738,210.5530303030303,209.53914141414143,209.1818181818182,208.27146464646464,208.08080808080808,206.989898989899,206.48863636363637,205.2929292929293,204.71843434343435,203.49873737373738,202.87752525252526
23,215.5125,215.56625,214.70875,214.87875,213.85375,213.47875,212.7125,212.0425,211.4375,210.4875,209.995,208.9875,208.59875,207.80625,207.24125,206.3425,205.3925,204.655,203.5475,202.80625
24,215.46017699115043,215.51453855878634,214.65486725663717,214.8040455120101,213.8015170670038,213.47281921618205,212.67383059418458,212.02781289506953,211.40328697850822,210.50442477876106,210.00758533501897,209.02022756005056,208.5992414664981,207.76991150442478,207.14664981036663,206.275600505689,205.40834386852086,204.71049304677624,203.63969658659923,202.8685208596713
25,215.36915297092287,215.4108723135272,214.5891276864728,214.71554993678888,213.73577749683943,213.36788874841972,212.61441213653603,211.95322376738307,211.34386852085967,210.44500632111252,209.97597977243996,208.9772439949431,208.57648546144122,207.75474083438687,207.09102402022756,206.2629582806574,205.37294563843236,204.685208596713,203.61314791403288,202.8495575221239
26,215.23888182973317,215.3138500635324,214.64167725540025,214.55654383735705,213.57560355781447,213.20457433290977,212.2566709021601,211.93265565438372,211.03557814485387,210.6315120711563,209.67471410419313,209.25158831003813,208.31130876747142,208.03557814485387,206.88055908513343,206.35196950444725,205.23379923761118,204.74714104193137,203.53367217280814,202.9148665819568
27,215.2675879396985,215.3718592964824,214.59547738693468,214.7072864321608,213.72989949748742,213.33040201005025,212.54020100502512,211.86180904522612,211.30150753768845,210.39447236180905,209.98743718592965,209.01005025125627,208.64195979899498,207.856783919598,207.11934673366835,206.3253768844221,205.3894472361809,204.76884422110552,203.67336683417085,202.97361809045225
28,215.30205655526993,215.18766066838046,214.60282776349615,214.560411311054,213.76478149100257,213.39845758354755,212.48843187660668,212.01413881748073,211.1375321336761,210.70051413881748,209.82133676092545,209.4935732647815,208.5694087403599,208.25192802056554,207.23650385604114,206.75192802056554,205.5694087403599,205.09383033419024,203.97172236503857,203.2879177377892
29,215.13693467336682,215.22236180904522,214.25,214.34422110552765,213.42964824120602,213.09170854271358,212.36306532663318,211.75,211.143216080402,210.1896984924623,209.71356783919597,208.7537688442211,208.3894472361809,207.58040201005025,206.95603015075378,206.15829145728642,205.23994974874373,204.53517587939697,203.4786432160804,202.8781407035176
30,214.81186868686868,214.73737373737373,213.9330808080808,213.8068181818182,212.9760101010101,212.63131313131314,211.72222222222223,211.3838383838384,210.3409090909091,209.88131313131314,208.95833333333334,208.64772727272728,207.8320707070707,207.55934343434345,206.4949494949495,205.9810606060606,204.8169191919192,204.2310606060606,203.125,202.57575757575756
31,214.60536398467434,214.30906768837804,213.9323116219668,213.12388250319285,212.7292464878672,211.82886334610473,211.58620689655172,210.64495530012772,210.31289910600256,209.2911877394636,208.89655172413794,208.06513409961687,207.74584929757344,206.96040868454662,206.3780332056194,205.5785440613027,204.6309067688378,203.96168582375478,202.90549169859514,202.39974457215837
32,214.32334581772784,214.27590511860174,213.40823970037454,213.06367041198502,212.05867665418228,211.76903870162297,210.90137328339574,210.63670411985018,209.6541822721598,209.2322097378277,208.26966292134833,207.95755305867667,206.9538077403246,206.70536828963796,205.67041198501872,205.1772784019975,204.00249687890138,203.4656679151061,202.43820224719101,201.99375780274656
33,214.0820707070707,213.8169191919192,213.34722222222223,212.41161616161617,211.96969696969697,211.0820707070707,210.82954545454547,209.8838383838384,209.4810606060606,208.46464646464648,208.1161616161616,207.30176767676767,207.00757575757575,206.22348484848484,205.58459595959596,204.83838383838383,203.84848484848484,203.2828282828283,202.20959595959596,201.74242424242425
34,213.78509316770186,213.8608695652174,212.77018633540374,212.48944099378883,211.47950310559006,211.0782608695652,210.36521739130436,209.69565217391303,209.00372670807454,208.15031055900621,207.744099378882,206.90310559006213,206.62608695652173,205.67329192546583,205.07080745341614,204.16273291925467,203.31304347826088,202.63229813664597,201.78757763975156,201.2496894409938
35,213.7725587144623,213.831891223733,212.7354758961681,212.5018541409147,211.39802224969097,210.97651421508036,210.23485784919654,209.63411619283065,208.91718170580964,208.04944375772558,207.63164400494438,206.71569839307787,206.34487021013598,205.36588380716935,204.82200247218788,203.85414091470952,203.14956736711991,202.43139678615574,201.65883807169345,201.01483312731767
36,213.79773869346732,213.75502512562815,212.90829145728642,212.47361809045225,211.44849246231155,210.96984924623115,210.1281407035176,209.8429648241206,208.91708542713567,208.45100502512562,207.5464824120603,207.14824120603015,206.19723618090453,205.83668341708542,204.81532663316582,204.3002512562814,203.2713567839196,202.79145728643215,201.86934673366835,201.36557788944722
37,213.69723618090453,213.41708542713567,212.83668341708542,211.92336683417085,211.4032663316583,210.5678391959799,210.27638190954775,209.3002512562814,208.85929648241205,207.8894472361809,207.5389447236181,206.75,206.28140703517587,205.58040201005025,204.7788944723618,203.99371859296483,203.04396984924622,202.57663316582915,201.55527638190955,201.15829145728642
38,213.86516853932585,213.92009987515607,212.98751560549314,212.5593008739076,211.5156054931336,211.21847690387017,210.27215980024968,209.98377028714108,208.96129837702873,208.52933832709112,207.61173533083647,207.33458177278402,206.38576779026218,206.09987515605494,204.99625468164794,204.47191011235955,203.2983770287141,202.8114856429463,201.86267166042447,201.43196004993757
39,214.0099875156055,213.97378277153558,213.07365792759052,212.69538077403246,211.6441947565543,211.26716604244695,210.34956304619226,210.1123595505618,209.1136079900125,208.71161048689137,207.78776529338327,207.43445692883896,206.58426966292134,206.23720349563047,205.17353308364545,204.63670411985018,203.4469413233458,202.9350811485643,201.98377028714108,201.5905118601748
40,214.07914572864323,213.7751256281407,213.29522613065328,212.3894472361809,211.9824120603015,211.0753768844221,210.81532663316582,209.90075376884423,209.55527638190955,208.53015075376885,208.17211055276383,207.38316582914572,206.9824120603015,206.26633165829145,205.52386934673368,204.71356783919597,203.66206030150755,203.1319095477387,202.12311557788945,201.67085427135677
41,214.03914141414143,213.7260101010101,213.19949494949495,212.3598484848485,211.9431818181818,211.15277777777777,210.92045454545453,210.0151515151515,209.71212121212122,208.7171717171717,208.32070707070707,207.45328282828282,207.04166666666666,206.29545454545453,205.6502525252525,204.79924242424244,203.8661616161616,203.27146464646464,202.26388888888889,201.88131313131314
42,214.12609238451935,214.06117353308363,213.16479400749063,212.89762796504368,211.94257178526843,211.7203495630462,210.8401997503121,210.5056179775281,209.53558052434457,209.17228464419475,208.2446941323346,208.01622971285892,207.13732833957553,206.8214731585518,205.7103620474407,205.16604244694133,204.03370786516854,203.46441947565543,202.42946317103622,202.0
43,214.22095959595958,214.1578282828283,213.38636363636363,213.17424242424244,212.32070707070707,211.98358585858585,211.14520202020202,210.82954545454547,209.87878787878788,209.48737373737373,208.57575757575756,208.27777777777777,207.44949494949495,207.1401515151515,206.04166666666666,205.52651515151516,204.42676767676767,203.885101010101,202.83838383838383,202.3181818181818
44,214.2713567839196,214.39070351758795,213.47361809045225,213.428391959799,212.5175879396985,212.1821608040201,211.4924623115578,210.97236180904522,210.4145728643216,209.54020100502512,209.11306532663318,208.19597989949747,207.96859296482413,207.12060301507537,206.47361809045225,205.64447236180905,204.68467336683418,204.0464824120603,203.10175879396985,202.4962311557789
45,214.28787878787878,214.28535353535352,213.52904040404042,213.41540404040404,212.5429292929293,212.23737373737373,211.3497474747475,211.08712121212122,210.1401515151515,209.7689393939394,208.85353535353536,208.55176767676767,207.7020202020202,207.364898989899,206.33333333333334,205.85353535353536,204.73611111111111,204.23863636363637,203.07828282828282,202.52904040404042
46,214.53767560664113,214.41507024265644,214.0868454661558,213.39974457215837,213.0536398467433,212.1698595146871,211.89910600255428,211.1302681992337,210.81736909323115,209.78544061302682,209.38569604086845,208.60280970625797,208.28991060025544,207.48659003831418,206.93614303959131,206.03831417624522,205.24521072796935,204.58109833971903,203.45210727969348,202.90932311621967
47,214.52056555269922,214.46401028277634,214.12339331619538,213.4164524421594,213.1375321336761,212.2776349614396,212.060411311054,211.23907455012852,210.9241645244216,209.88946015424165,209.5012853470437,208.79305912596402,208.45372750642673,207.72493573264782,207.05655526992288,206.24678663239075,205.26221079691516,204.70822622107968,203.60539845758356,203.03470437017995
48,214.560411311054,214.5012853470437,214.18380462724934,213.46786632390746,213.23136246786632,212.41773778920307,212.19922879177378,211.40102827763496,211.10539845758356,210.0681233933162,209.68894601542416,208.91902313624678,208.54241645244215,207.83419023136247,207.18251928020567,206.42030848329048,205.37532133676092,204.82133676092545,203.7223650385604,203.15809768637533
49,214.62082262210797,214.5681233933162,214.27506426735218,213.58740359897172,213.3483290488432,212.54113110539845,212.2879177377892,211.46401028277634,211.16323907455012,210.1349614395887,209.74550128534705,209.01928020565552,208.69408740359899,208.02827763496143,207.31362467866325,206.48586118251927,205.46401028277634,204.90488431876608,203.85089974293058,203.27506426735218
50,214.75706940874036,214.4331619537275,214.3457583547558,213.55269922879177,213.5102827763496,212.68766066838046,212.16709511568124,211.74035989717223,210.97814910025707,210.51799485861181,209.59640102827763,209.17480719794344,208.60282776349615,207.94730077120823,207.44987146529564,206.37917737789203,205.76349614395886,205.0,204.02570694087404,203.4331619537275
